"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1201,3.105,57.4294,109.6555,293.383,5.1946,5.2565,2.3867,3.1114,3.8199
1201.125,3.138,57.4577,110.5977,287.2442,5.0626,5.1253,2.4159,3.3685,4.266
1201.25,3.171,57.7028,109.7136,276.2455,5.0185,5.0468,2.3945,4.1286,4.9284
1201.375,3.204,58.2392,109.52,278.1921,5.0969,5.1119,2.353,3.6345,4.2986
1201.5,3.237,58.9547,108.8684,288.2928,5.0063,5.0314,2.3695,2.8363,3.5144
1201.625,3.27,60.016,108.6361,283.3574,4.7739,4.7753,2.4606,3.1737,3.9394
1201.75,3.303,60.8934,108.6813,282.4385,4.7676,4.7151,2.5415,3.0919,3.9381
1201.875,3.336,61.5401,109.9459,288.5327,4.8078,4.7383,2.567,3.0022,3.8015
1202,3.368,61.9795,110.3266,291.1265,4.7135,4.6509,2.5111,3.0119,3.725
1202.125,3.401,62.1826,111.3203,291.7671,4.619,4.5554,2.4314,3.1066,3.7039
1202.25,3.434,62.2823,114.1077,290.4703,4.6318,4.5578,2.3961,3.1101,3.7019
1202.375,3.467,62.3205,118.6179,290.669,4.762,4.6666,2.3895,2.9972,3.6845
1202.5,3.5,62.3161,123.8896,293.5391,4.8939,4.7859,2.4033,2.8956,3.7332
1202.625,3.533,62.2846,124.8513,287.4412,4.9126,4.8069,2.398,3.4105,4.2461
1202.75,3.566,62.2297,120.8056,279.7435,4.9523,4.8461,2.4041,3.7412,4.4746
1202.875,3.599,62.2354,117.5212,280.8634,5.0645,4.9537,2.4457,3.35,4.0258
1203,3.632,62.3459,112.9593,289.5093,5.0503,4.9527,2.4492,3.1432,3.7342
1203.125,3.664,62.4562,111.8947,285.1072,4.9757,4.8764,2.4207,3.4495,4.1295
1203.25,3.697,62.6086,110.3848,279.4236,5.0698,4.9446,2.4128,3.9295,4.5571
1203.375,3.73,62.746,108.0103,283.6763,5.1906,5.0673,2.4218,3.4862,4.0855
1203.5,3.763,62.8111,104.6034,284.9891,5.1447,5.0463,2.4349,3.5576,4.1375
1203.625,3.796,62.8634,99.4931,281.3502,5.0745,4.9753,2.4527,3.831,4.4675
1203.75,3.829,62.9314,97.0862,281.0629,5.2282,5.0907,2.4566,3.9053,4.5528
1203.875,3.862,63.0006,97.2153,279.226,5.4139,5.2713,2.4431,3.7607,4.3723
1204,3.895,62.9384,100.8801,281.5361,5.3138,5.2252,2.4468,3.7603,4.4853
1204.125,3.928,62.8173,101.874,275.5963,5.3571,5.2582,2.4606,4.2725,4.9302
1204.25,3.961,62.6427,100.377,274.7428,5.636,5.521,2.4462,4.2425,4.9062
1204.375,3.993,62.347,93.3633,289.5547,6.0547,5.9192,2.4176,3.7215,4.4204
1204.5,4.023,62.1297,84.9171,284.6763,6.6205,6.3875,2.4231,5.0679,6.2981
1204.625,4.051,61.958,77.5289,274.4104,6.8833,6.5596,2.4324,5.8271,6.7997
1204.75,4.08,61.9918,77.4771,269.6083,6.7267,6.4265,2.4388,5.1547,6.3978
1204.875,4.108,62.1834,85.6843,256.109,6.0043,5.834,2.4436,6.1236,7.212
1205,4.136,62.6353,101.6412,274.0873,5.1914,5.1173,2.4181,3.9491,4.5524
1205.125,4.165,63.2104,117.9401,293.3571,4.5364,4.563,2.3826,3.1961,3.7034
1205.25,4.193,63.7834,131.7679,301.1382,4.1515,4.2224,2.3606,3.1098,3.6182
1205.375,4.222,64.2701,138.6789,306.1731,4.2727,4.2065,2.3519,3.087,3.6116
1205.5,4.25,64.4433,136.6464,304.7377,4.4157,4.29,2.3625,3.0606,3.6123
1205.625,4.278,64.4925,129.3036,301.0152,4.6894,4.5171,2.3789,3.1672,3.7112
1205.75,4.307,64.436,122.1478,291.6502,4.9706,4.7574,2.3552,3.3216,3.9785
1205.875,4.335,64.384,119.9085,283.8998,5.1724,4.9623,2.3148,3.6733,4.3698
1206,4.364,64.3668,118.6246,280.7784,5.2118,5.0366,2.299,3.9376,4.5563
1206.125,4.392,64.3952,115.663,282.3064,5.1276,5.0008,2.3031,3.7852,4.3858
