"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1415.75,0.176,63.1754,109.376,307.076,3.2381,3.4502,2.38,2.5992,2.9435
1415.875,0.185,63.9872,112.4777,307.3807,3.1008,3.3322,2.4246,2.5622,2.8867
1416,0.193,64.6221,116.2039,307.5954,3.0261,3.2928,2.4424,2.547,2.8603
1416.125,0.202,65.2499,118.3157,311.8284,3.2026,3.5257,2.4316,2.3949,2.7306
1416.25,0.21,67.0993,119.1915,314.1717,3.851,4.2465,2.4097,2.3714,2.7115
1416.375,0.218,67.4825,113.9869,310.2359,4.0388,4.4276,2.4091,2.5426,2.9183
1416.5,0.227,67.1962,108.3746,305.1396,4.0583,4.451,2.415,2.7449,3.1655
1416.625,0.235,66.3017,104.7942,302.6251,3.9823,4.4051,2.4103,2.8762,3.291
1416.75,0.244,65.5881,103.5456,303.0428,3.7233,4.1692,2.3894,2.8618,3.2468
1416.875,0.252,65.9918,103.2851,305.1614,3.1927,3.6009,2.3566,2.7316,3.1381
1417,0.261,66.1696,102.1356,314.6811,3.0286,3.3549,2.3245,2.3919,2.7489
1417.125,0.269,66.0626,98.2455,330.505,3.0826,3.3347,2.3342,2.0372,2.3762
1417.25,0.277,65.8542,99.2802,335.133,3.1084,3.3494,2.3463,1.9657,2.2866
1417.375,0.286,65.8761,103.5388,333.7797,3.0219,3.2639,2.3577,1.9554,2.2712
1417.5,0.294,66.1966,108.2292,334.5331,2.864,3.104,2.3677,1.9193,2.2342
1417.625,0.303,66.3923,112.2716,341.5476,2.8229,3.1409,2.3681,1.8166,2.1327
1417.75,0.311,64.6472,111.2316,338.9114,3.2298,3.6303,2.3857,1.8701,2.1738
1417.875,0.319,62.5754,104.3243,319.5449,4.0152,4.4266,2.4066,2.3093,2.6845
1418,0.328,61.5364,98.0664,307.8986,4.9333,5.3548,2.4262,2.8813,3.3315
1418.125,0.336,61.3981,94.0111,306.4526,5.5399,5.9552,2.4467,3.0417,3.5359
1418.25,0.345,61.2856,92.4142,304.7525,5.4595,5.8205,2.4672,3.1098,3.6539
1418.375,0.353,60.9722,102.267,293.1821,5.0104,5.3991,2.453,3.3667,3.9158
1418.5,0.361,61.0941,105.9731,293.0184,4.3094,4.7187,2.3941,3.246,3.7596
1418.625,0.37,61.5624,106.8968,292.3345,3.8114,4.1253,2.355,3.2072,3.6834
1418.75,0.378,62.3588,104.9752,291.3488,3.5224,3.7248,2.3424,3.2286,3.6884
1418.875,0.387,63.1859,102.6757,293.3067,3.3904,3.5329,2.3463,3.1695,3.6614
1419,0.395,63.4562,105.6092,302.4874,3.3747,3.4906,2.3477,2.8085,3.2257
1419.125,0.403,64.0416,105.9375,310.1034,3.4288,3.594,2.3308,2.5528,2.944
1419.25,0.412,64.2967,105.0251,306.8104,3.4921,3.7571,2.3185,2.683,3.0946
1419.375,0.42,62.9814,100.5892,303.4597,4.1667,4.5991,2.3326,2.9023,3.4251
1419.5,0.429,60.4171,96.2478,302.0117,5.5216,6.1247,2.3687,3.1834,3.7446
1419.625,0.437,57.949,95.149,299.7047,7.2763,7.9863,2.412,3.4189,3.9933
1419.75,0.445,58.0325,90.0585,291.0633,8.8259,9.6198,2.4523,3.8951,4.581
1419.875,0.454,59.0516,91.4524,275.8646,7.4902,8.0631,2.468,4.3609,5.1619
1420,0.462,59.2587,91.4776,278.0653,5.4172,5.8372,2.4242,4.0978,4.8542
1420.125,0.471,60.9617,94.9065,288.2352,3.9808,4.2788,2.3412,3.4652,4.1662
1420.25,0.479,63.9148,101.9674,299.8244,3.428,3.605,2.256,2.9501,3.4011
1420.375,0.487,65.1322,107.3063,313.6043,2.9412,3.0142,2.2103,2.3931,2.7466
1420.5,0.496,65.5607,110.3716,337.4772,2.8832,2.8651,2.2074,1.8215,2.1722
1420.625,0.504,66.1989,110.3679,349.8298,2.9681,2.8537,2.2308,1.6837,2.0442
1420.75,0.513,67.1815,107.6699,346.8197,2.9711,2.8094,2.2585,1.7118,2.0699
1420.875,0.521,68.052,105.3095,342.9824,2.9136,2.7438,2.2782,1.7486,2.1081
1421,0.529,67.9906,105.5466,349.1618,2.8636,2.7005,2.2875,1.6862,2.0527
1421.125,0.538,65.7335,106.3676,350.7727,2.7959,2.6516,2.3007,1.6672,2.0329
1421.25,0.546,63.7876,110.4467,350.4155,2.7455,2.6243,2.2956,1.6571,2.0246
1421.375,0.555,63.3486,112.1069,354.6413,2.8296,2.7083,2.3061,1.6194,1.9917
1421.5,0.563,63.345,113.5299,355.0758,2.9525,2.8498,2.313,1.6216,1.9898
1421.625,0.571,63.0845,115.489,351.4657,3.0788,3.0221,2.3093,1.6521,2.0252
1421.75,0.58,62.3879,117.3045,350.1961,3.2162,3.2089,2.3021,1.667,2.041
1421.875,0.588,61.3847,119.2203,351.0749,3.2156,3.2128,2.3052,1.6613,2.0383
